id,prompt,answer,reference_steps,canary
42,pf7yq8H3qdjJwvntsPmNttPysOn5xe31tPvhxPn9v/nNtLzIsZzQqPzEq4/ooODcxcDMqcPuoZSmh9njg8/1wvvVrOmDm+LnhtzxyfnogN/vgNn6i+m2ht37gIyb09OCgd231Ja+jY+/y92lh/Kchfy1g4yx24aK0JS6pN78q+rmo+/vxP7Pst6wusvnstjxxfP0ufneyP7JucbptbT0tp3hq9vNq7DYoMjZx9v7pO7IoKeHjN3mhOL1wvvVABTPxOuD8uqNid6A1eG6/ueUzsvf68KO3rncjejI88jUgpPR773WpMvZ3PfK6+7e3bnehac=,cXen2M4=,c2tupdjRpubpxPzssdqdtd7/s+HIxe31s+ruxfnYtPrgtKHuvJzcqc7Yqa7krNr3yMT/r8nPoL+Ihfzehc7fw8fUr/WKndHVjePpyP7bg87XgNv0hMWzh/jmh7660d2jhsep1YCXaAEdDYeh/oGZwI+zwti6iNCQnduL5qH0za/Z9Lf2kaPb0KeN367U50Z3Dm6jxtm1lOO1we2nz5Cl74a47uqr84Sw/9aztPqr8fip36rGzu2I+sBzFGl1r9S8n9bHiNLCyPfVjdL4h9zWh9K0hfHUh4yJ0v+phc6/1raGaAYdDYeh/oGZwIOL39aPvd2IsNGU6afz56z3z7XflaH85aa6167i2arfkkRzeGW2nty2/OSnwrym54K32PSs85Gy3fexsOmr4dGr2YbF8+2L8f+etPK97sLF8cWK0u+Nk9OA4sq658Ka6NnV3u2F36TcjsDKz/rUnobd2avckejS4ufI887X/IDVhZ7dirHS+simwPWl7uasusCm89nF/M6g6cVOF2Bls83Uxcn7ttXdtZTjt53FqPrsqYzNovb/yfTWr8nPoZati+LTid3Nx93RruO4nc3jiPvHyNTDgODfh93yKjgwWktBhKGk0tGPh96m1JaRhZ+qys+ai921hfKEiZe33LGV2YWspOjtpsHqqNHjxczHZ3PJyM4=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
43,pdDkq8TJo+7iyOv1t8GqtdzPt/L4xtDYtcXZz/3YtPjduqDEt5jqrvzgp5n5o9DExcDCo/XHorSkgd3Hid3Nz/vZruiMnNv4icjIyMPfgv7jgvv2hMSWht3ohoy119mlhOqa1rWbioOywt2u,pcvFpO3TpN7w,c2tupcHepO7Lx9HrvM2ksfTmvePwwvP8ufnextHMt/HjsaDLtbTQrv/1qL7JptjfKn1gbK/H1suc44bCzZbAvaD+6U4TVkKD592NpfSCydy33eiW28Lf5d+G7IHfr+HJ2dnUuYQ=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
44,pNnHp/DNperhxP3Rvdm/c63h1qvepKv4w6zNk6T+9KDd+sT5/sXL8aTF2cbC/LzsoKv25q7a8Mud0oTm15Xwp6Lby6Gm/UKN0fqMle6B3OC6/f6Vz8Te2uWE3pHcjfbF3fLUqqnR0rLasMPUz/HJ3/XX+Z/ZibnXuajQ2sup2cyi/c0=,pOrVpfvwperX,c2uoytuo/dKtsNim4OPF6vuq2vyrnMKj9vy0re+58t2myY6k1pO52O+h4a2y1cSzlO2szNWp0ZvF3tCL6cSeqcCwx8bF/ueC9OeMlNSM/e+22PSb/NvfzMGD4qwyB0vLw9rVvYPR54Dauc/ZzevP4vrV2KDYoafQtqTUwtmp1/2o/OOuqPKm3cbF3cqt1dGhjtSh68i3qPGy0Nml6qep0J250dOs95Sy0t2xmtiszNREdgDG/MSGztCRj+Kx8NTJ4P2MyPWMldeA1fG6+MOX+Nbd6+JrVh/drtvK6uTbn6vR6pjWg/vV3+vI6tbXzqvVhKs4AxfTysOo3dir7smvndek29DGy8ar7/agmPSj+d60k/y06Nk=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
45,pNnHp/DNperhxtnkvMaKtv/7vPfKxcbese7ZxPvettrRtpjrt5jGq/vjeBCx/Oywm+yh8MWr6LnGzOyIwcWcnMg5JiNPn/jhi9Pnyfjyg+zejcL3hvu7hezthom20OqLhsel1JW0houZy/yUiuGHh+6qhpu63YK8BwHS+tOp+eJ5cbfylKD696a616/ey6nBmKnf0qLNhaTA3aDS08fI38fKyC0mKU+yxOixhfKr4/Cp4p4AhvHih9LOxP7Kr9yPnc/yiMzly+TSgMzcRYnN+oyCyILw/NS9jYC+4oS6vMmP7AEDHFTU29LF19HZw5vVgbjXmI/Tx+mrzPCkwcKtjeGnwPfI5+VvvfPdxeDzs8D+xc7ot9/FtKD6uqP4qc7iqpvUoeHcxd/DqeTZqpK/,p+HnpOH3pevAxdvP,c2uoytuo/dKtsNim4OPF6vuq2vyrnMKj9cW1lOO12N6m+aul6a5mfKTw+sTv5r/OpKr5+KD1y8i87onN5JfqoaDcxaGy9A4KCQyNtvqA5v9ZV0+UwOjd1seE6qrfnu7J2e0CCMmM9NSJh1UBh9+Zht2Shqq13qms07yOpd/KpNfopMLGxdfAs8isttrDOSMjT6ve6KDRr0tjfqPh68bM/cny1KbS4MXR9rHAjqfhwavO2cuP2obJ0ZD5vaXV1aGN74TK44HosGSN2uu7xO0eDA9VhMr1h56BFYKMzYadqsiD1tqIo4Si44Gk7oKJ23hUWlBGU0sWEiQ8Kjui/d6ssdqk0fnFwMmo3MCgmPQNNzYhRS0yPCQlWBRvtYPQq/XrBkEnNj04QiMvKK/a88aUzoXRwJT4j6jpxaGO4obY44bgnQAPDJXPzVNCUl3f29GEzYjdsNPF3PjbkaHT+LfVudfZ1ssnV0jXwrDWjZp2XFDTx+mrzPCq29atoP+o1+kAtdjTsvjmxcb1s8DkxdHdt+Lxtpj7saDMqeXgqYnuoeHfxdDArsnT,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
46,pNnHp/DNqNHjx9vsstuiu8b4sPLTyPHCs+D3xtf/tcjgtLzBt53jqfz4qanTosLQx9v7qfT/qpKshv3Gh+75xf7qrfyanNjfifzNyt7hgcjTgN3Shd2NhO/Ehomy0NKLheq417ewhLq4yOuOisSGhcGBhY2t3LeZ0oK2pvzGrPTFqdn6xtLGu/2pvPTQ,CiQjIT0/Jjc5ACwgOiVTc2Cr7NOjh/6h69keQWEcMWUJM04leg==,c2ury86r38KpoNimy+zGycqn2/uhntmn1thyxs/4tcL7tbT0tp3hqs3OqbrQo8D7x/TBqcfIoZSmisPvhNfvxP7ZoPq5n/jhjePiyszUgcnDgdj5hve0geXqaAMW08athNeR1aiChK+zyv6Uh/aghfy1h4WG37KX06KIp8bBSXtjpNrNxtrRsvSXtcLqsfTpx9rysv3pyObCtfLntKnKtLrUqcvhqp3IZbzsmq3O0CEvKExVEQYLE1IRQSkxOqag5Q==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
47,pNnHp/DNpO7rxd/hsPmatsflverFxdLtsdr3xPjetf3Xt43Rt5j9qcbzqa7koOjlxPPUpOvloKuTivbDid39yOnvrMiakOLphsHDyNXNgu/2gvv2hvOEhezmQti6loCRw4aojsmMz9SpqYeA346QxICpztSKudyLvtylw6LHz6fx3g==,p+DaquH9,c2uo09Sq9fCsv+Gl7c/I8eOq5c2jhs+t+cG6jvu13P+myKSkyJ63xcau1ZixwOuwn+6ozeatxawqUU+Gz82Qt+my1uHEweyC9duNqPeMxMW6+MOd3+Tc/cCH64/drtvK6uTWv6fS047bkMfU8efK6+rV3pHXuJfRtrs8cWury86r38Kuu/qm3cbF1c2q+/WrnMKt+cO3qOq24fip74akwKG3xc2t9pqx4My9if+tzMs=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
48,pNXjp/HVqdnExfPfvPyIusncsfbgyc7fsv7cydTvtP/stYvYu6Ptq9r9pp7qrdLlxu7rqdX+oZarhMr3hP3JxdfCpvi/,pv3Dq8vw,c2ury86r38Kup/6owf7E6eWo/tWgmPSt3cq3l9+47e2o07Ol6YS5zNt6q6/jouLrx9XKq+LXoqyZaVNAhPr/xtnFrMOakOnqi9T2xfnNjPHAgdvWiuigUYDu1daCioGV7VIC1aKDhYmMyNaDh+OFhdyOiYSe0Lio3oamquTCSXtjp/HLx/Djscaau8PAsPvaEX+g2fK1mv642vSn84Wm+Lm09Pug5biy2+6zi9arw/luoZaqhdTZhO7JydTUoc6RnsPAicjxyfzfgOzjgdn5hMOjh+rR,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
49,pNnHp/DNperhxcHps9Gjtd/YvcT0xfTSvuf5x+bgtP37sKDdtq3Kq8jgp4bSp9jJx9XKqdrPoqesjN3ihO7REndnfKGZzFeD8uuNpdmB3f633eGXzd7e2siE+Yzdj8PI4uTatb/R2KTatufU+cTF3f3ZwLzWo7zXpbjRy8mmwtyo0d+knMip69jG/+mn1NihsMOizMG3juK07OWm26emyaS4xfuv0o+yyd+xj/Oo1Oam9a/P3/4=,pNjSpsfiqPHF,c2up4uao78ius8Wm3c3E6/Kq8sejhdis7tpyxPzdtP/PtpjLtZXnq9vNq6X8osjXxtjZpMH+oJS3i8PFhtXJxP/vq8S8ncXuicb+xPz6gP3Jgujbis68gOX8aAMW0sSDhs2pAh0GV9aKmVTX/u7F4/LU8b3XoZfWjrfQ3/um9takxMCumtOoz8fFyOqoz8ihsMah69lYE2+288Wm5oKp/IW13Mmt87yz39yxjuyq8OmpzKkqV4fN4ZXNgqL76qCc2ITz6YbFuqzK0ZbL60GVwsbSzMGF2oveqPnI7Mzak6M=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
50,qvLTpO72permxd/8sdqdtub5sfTpxfHGs9rcxfnSttnBup/QtLrUe3F5fsfl9rzvhav2xqDV78uR0of2zpbBtqDAxaOM1IfizorDtaHW1Z/v+g==,dnQ=,c2uo4Miq9fCtqNWkz/wXY3h/sv33xPXgsv3Yydr6tfTwWBJvtanDqf3Jq7zkoMPqyPLhqPL4ZcmBzYTA+5Xfm6Hd2KG7xYfq/4vWk6H51ZXf34fu44CF84L75gYIBVXK0tDXi4jQ2rnatsvU09fJ2tzZ1ZHUobbXh4g8cWuo4Miq9fCjlOWkzM/F4vmoz8iilfmj3dG2mNe3xcmn3LKkw6209Pt9fw==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
51,p+HUp/TrpPbRxeDmseyGEAdiGhxkYgwEdg0QcyJwFCo0MEwkc2Q1KzMsK8Xbyb35hqvzwaDv/Mm7zYjy4ZrfoaLS6aCY0of+9YfQh6L57ZfJ4YTfxY6m/YPo79m7iIOC9oeLqsKI/Q==,c3Gq++I=,c2uoytuo/dKtsNim4OPF6vuq2vyrnMKj9cW1lOOy0NwUck8nc3RwCC48LEwxZRwxRz0rKWkNCgNvM0EsIzNZaAUGKqag4WhXQIvXtqHgwCVzCgdSN42U+oLc8xHeluXK18FwUUFRDFdSX4en5YKW1GwCT9Wfo9yPu9Gx8aDL9az17LTXqaHE56ePxqz3z6Tioaj01KD2pEtkfmWozqCp9aFhfaXx5MX547ztgKrj6q/S2gUTh9nEhMXcxPrJrOmGnv76,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
52,qur5qt/jpM7jdCwkdAxJMDogJSQrTis2sd/WxPnDuPvQBkgkc2c8IzZlbnAga2qwmOKh8MWrwJjHz82K2fKQhtGz5MjG49CG7ukhDRMECwRzMQ5SIQRVFYbh6dWAmIK354Wku8iK6davhYmO+4ORwoKJ8tiPqN+ost6a7qDJ46Hr17bzjaHO3KWY067j9KnDmqnL5qHopq7szw==,penicXik58Rrw8TLGTgABCk9OGwGTCEqMqbSqw==,c2uoytuo/dKtsNim4OPF6vuq2vyrnMKjxtm1lOO4/+Cl6rOp7bG50/Kg7LFed3axqMmo0tmn2p3JwfA=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
53,p8nZp/LhpOrJEnRzYaSZ56/j+aj8oKvo9aDohqTP3qzU1cXw1sbg3aXz9MXJwr3bj6na46DLyMi01YTrxJbBrqLT1aK96YfU64XYvKDf35XO4oT9zI6uzYzk79esg4CoxoaEnsi03teLo4WJ6ICY1YOJ4wIBCw3Xj43R7umq+8io7PGumuKky8/Jxs+q5MmikN+h7P+3vca13+qnxo+o1q222Pesy4Ww/daxptOo0dir9KvG0/CK28icvcCwxuvG7M2M6+6OufKA4NW20s+X49Td+OGHzaXdtdnL+8zWlLfR0qLckf7e3u7K0NjWwJ7UsYjWjp3S/8ir88er1OKknM0=,c2t/dQ==,c2uoytuo/dKtsNim4OPF6vuq2vxkxu3FsfHwyO/xt+vWtKnBurzQqP7oqKH7T2p6xcPZqPPiqpK6UVRdVkpUEXVle3YAnNrviNbfwvj/V0ZqV1hfUl0OUFRrUR8JBlYYVUwCARgEWg==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
54,p/j/q+/LqPHYyefPsd2IYXh9Z6n9lH93sNnax9vUuOLHu4LQt5j9o/3FGkk5ov/kxcr4qPHOraaMhtHohOHxyMzaocOKn+bThurayPnMjdfwgOfBhf6DhMTphLm30sKdh9uJ1Ja0hoq7wt2u,pPzYpsXaqMf0xvbY,c2uoytuo/dKus9Ckx+jFwNyqxuVkxt7ZsfHwxfzhuOLHu4PSuoPefnF7fMXt8WlmxtPGfn6rypnH+eWGxvSQgtZfe2rI3+CC8uiAisKMx+FzgM/oh9W3h+3RhL6o0O2dKy1wY8uj1GdaQIe44o6C1oGr5diepDIBGNy+xKPQ06Dqx7vpsaH/w6Sn6az3767EvKj8wKDft6jF76Pzy8LBzg==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
55,p9nmq8PCpOXVz/jNst2pt/DPs8XExv/avs7dx93RucLMtaL4to32quHoqbrQoeDwxPfkqunvoKKahunohPrSxdrFodSdnf7Ni//Ayfzlgcj5g9jkh9Ceh9fZjY200Nybh9un1qyEh5aOxOKMh/qFISR1h6ew1oS+3paBq9LgqsruperhyPPcs+ebtMnkvfHix+Xcs8r4xt3ZtP3BtYvYtrzgpdLIqbrQo/j1xcP0qe/MoZWqhu7Fhcn5xP7dpvi/,qs7Bpv/TpOXuxPzbsdqNtsT1s9Tbxvvys+vMyevcue7ZtZrmt5j9qezv,c6PH0K3xwbTbvKP19qSZ4K3A5aP4rKjm1qLmgqnb36D2zMbK9sbMxaXx6sTs7770garC9q7Uwcm84ojp7JX7maPt5KGN3mhXQIXhvqHZ5ZXP1YTp3YeG7oPC4taMl4Cxy4WKpsmMxtaBlYar5iVvJoCm4NervdG1u960+6H27q3g53Ktg8Sm4OPI5NWo8/esq8Gg4du0qcG2zMym04up7oa359iswYqy2dGwmM+p59Cr2Z7J8OCJ+/admOqw5OIqS0yCz82Ng96AyNa1xcCW29Lc+vqH14bdmMPLw8IT1o60hYeRyO6gheiditGshrGa0YWU0ZKvqvvNq/fcpsjPxfPzstqUttjCsfT+xtbasPDlxe/Oue/Nu4vZtJr3qPnkq43y,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
56,pM3kq8/+c2J5FaH44HPGz8Cg6cCgm8Ch7s+0lfa06/6n1q+l66C09Ous0pC91tmzi9ary/Oryr/P3+2I/fudmMex8e7H0/uC7NqOscSAweq26sub/+jSxOSH75PcjP3J2+PVnIzR0oLbrtzU6tbF3Nje3bzZlo/boZfe/dyq++Kq6susov2nzO7E6Mir7MSrnNE=,pv/0pfjcpOv0xdj7s+q5,c2uoytuo/dKuvPSkz//P78Sq3cqivt6h7s+0lfa1zPWowaGm6Z+4++6s1Z5ed3axqMmo0tmo2a7Fx/uI7NCdmd+x8cTH0/uC9OePht2C58lZVk+X3f/f5d+F2IvehfTI2tzWrJfTyao=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
57,pM3kq8/+c2J5FaH44HXGz8BvsfTpxdX4sNnSyerIt/7StL7FuovIqfvvqbrQo/3oxtfhpcvtoZaghtvJjs7m,p+HnpfzoqPnTydf3vcaxu9bCZH1zxeris8v0,c2uo4Miq9fCuhO2n4OTJ+NCmxvqtp9+tyMhjEXa19OKk3Ian24q4y/J7fhJhoOHgFKnSxK711si+54jF+ZfDhqPt83EZTkxQidLbJ3ZLg9PTgtXQh9CwhNDWhomV0NquhseU1aOShLuZxeaCUFYfV4OI1QTXpbDVjarQ3MGn6NCo+/SvmP50bHHH4vs=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
58,pNLrpdThperBxPzXs/uKt/Dis9voxcHUsdHNxPvWtP3BupX2u53gqcvhqLfxo8T4x9XKq/P7oq+LhcDmjs71xtvcrfygnNrPiPTNy9jJgu/2gPH/h9Wmh8vXio6g08WUhe6d2JKthouZy8C5ht2bh+6qhY2t3YK00oG2perJpvjCqf3/z/jNvO6Xut/hvfPdxPbvsf/nx8D7tuTJt6/QtLTPqd3hq7P+rN/Y,pv/iqsvw,pNLu,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
59,pNLrpdThp9r8xeDXsdKhtMHDBiIrV24VMyQ5xt3ZtP3BtpjrtqfwqPzcq7vqoOX2TCApI6byyX1ODBZOMRcYS6L70aK2wYrCzYrvp6Hg05Tr34XJ44yD6oD63NeZvYqR/A==,q97kq8L8,pNLu,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
60,cHV8cGV/dbr+u6Hs96ae3a3U6KTFrKr9zKL9jqbA063Axsj0yM/sxKbnzsfz9RYWYaDyxabyycuY24nJ5ZrMu6Df5qyH/ITl1YX9naLr95XD6Ibez1rd+OGG8rLdpP3L6uPWrIXT8rDatf7e3urI/s7Z1KvUlJvUqrnT0suq+8io3eiknMyk2MTG2OSmzMihqu6t496xoMC1/eakwq6p5ru/8Mit9o2x6uGyqNerw8Wo05fH+eWI/fKem8+z5tDF8OSB1+iNmuqB3cq2wfuX0/kF,daDGxQ==,c2tupOnjpPzREnRzZ2wSZ6D6zqnpgwAHF6DqmKn31K30ycfL/Mj3yKfJ9cbB9b7asqrewa7i6RzH+eWJ8fGcsd+x8f7F3PiD9d+NjNCD89+R0oniy423+IDR3teumoqR+GkBHg3Tw53Wg/vX6+bI/s7W8bPYoafUrpbT2fipzcOk2c2knN9LZ28AtOnhsOLextLFs9XcxPnQtdn7tpj7urnUqcvpppXPquTYxeD3qsHWoKGshffXhcrDxdzorsqrkfr6i/HkxP3tjMnGjPntjNShaFFPQtexi4Cl04WvsMqP6tSpqYee9oOl5IKJ2wkJ35emBwkDrfnCpsX+cGJ+DX15aXbF284=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
61,qsv5pvbac2J5FKH44KSa9RwIFKrYoKr45aDYiKXtzKP56sbJ3M/swKTM+Mf46bzsqarV0q326Mu8y4fn8pvbvK/c+6CYwoX804vhn6P/4Znw+4jM+o+g5oD92NehmoqR74W6sMi79Nu0h4a/0oOD/IOK29ecqN28qdyoyaH2za3C57fvtqHS/qSn86z3/6n/mqnox6Drlqb34KH5/8Xa7sfe/KTk1sTszL3wh6fw8a315suP2Yj3w53Fvw==,p/T/q+3ypN/FxPzkse6asMjOvfL5xeDEs+Dbxdrtter7,c2tucXh/dbfylKH78hVnEq7T1aj5k6vP/qHvvKfo6KPJ3cT56cPQxqjy38fx27D7vanM067n/82g6GtcT1KejOux8c3F4/yB1s6OpMSD7OO0/+WV+tXS69eIwa/Ri/zJ29nXio/d5aLak/g7UUgNismUhKyL36Gd0aOyp/70pOXcpNzUxdrKsPmatuzms/jhyN3as/LMx8r8tPzRt4/7WRR+bKXxwMXw7L7ghafd06z528mrz4XX8ZfWmqLs/6OHyIbdw4bzkKPr1ZX+/YXK6o2exY3f39WDloCC2Yqqksqu5teLl46N+IOc046U3tW8t9yKk9yZ+KbOwqDz/LfloaHk3aS77q3g7w==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
62,p9nmcXh9eLfylHCnyMkRZ67Y8Kj+rqbw4aLQmaXo/aPX1cf8wsjv0qn088fOwb3kr6fh+K326MGc74XW4ZXeraDM9KypyoXkxYTsnazHzpTr5YXKyYyA2Izh49aDrIGV2IuUosKI7tWeiYWL2ICk4oOV5dervd2codCh6qPO+KHO6bfWsKzR6aS8+63c/6j8iqv0563Wqa7szw==,pv3jpv/TpN/cxdves9uktuzms9Tbxf/0vsHb,c2tuptTlc2J7GaH44HXGz8B+YarThar/2K3nl6bS6aH5/8bX1Mft3an20Mjp+L/OpKr+w6Hh8ci4zILu65Tvt6D1/ayr9YXM14Dopk5XS1C2+cmX0+fSzdGF2pzXienK+t7buZ/T45jUqdHYyM7K49PU54fWuJPalJLfwsSq+cap+emjh9apxObH0cZFZmJkxsfFv8XTx8D7t8HxtpnKt5rqqPnzqLjLrMH8ydfPpMThoJ64aVVAQZThv67M4a24+Yf4/ov4kKH5zZTryITF/Y239YD+/daisYCJyoWrr8iF09u3pA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
63,qurjpsfoY7ftoqHw5ai356730KvMnanf0qzxrmG19sek3YSkzK629Oiv1Laz39yxpcZsqsDOoKmai+bEhuj9xffaoeuUl97phsHDy8/og/jDgvXHhtWLjdnth7SO0d2AhPeG1ZCFhou5y/mRhPGbi/GFiYes3p6J0oGbp97zpNLJpv7nxPzBst+6tu3qvfPUxPLfvvDJyMjXucLQtanNtpfiq/rGpp/ToNbvxPXIqe3UoJ6xhsXHjs7m,cHx4dq3p6A==,c2tuq+fgpN3uAqHn1qSR4qHY4ar8panN66LIpKjz3mWk9KKk3IS108+v9omy386zusurycBso6eghubUifXTx93RrPSvkM3Ri9/IyNzsgc3ggvv2hti1isrVgbGy0d6jh96T17ewh7abydmnhfOhitGeiY+22ri5PAsYYqD+zKDi9bTfmaP9wqa6163f2anUranR46DvkaXq3mVzYhF3c8Xp+GFwbsbIzXhmGW+o2+yr2YbE28yL+s+cpsKw1fTEwOiD9sNiHmpFgcj+gPrPhMSWht3hhK+i0MCIi9yj1JGuioaoxei2i+G8he+9h6ie3KSaFgsGcn1upvH5YWprxtjJdHAXc67Y8KTKl6v7waLIpEtkfmWmyZioybRidXd8q4T9,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
64,cHV/e6309b33rKPP36egzqDO/6rQlqbx+6LIpKbE5aDswsfqzcbazKX2/8Tt1bHXiKrS5K32xciM3YfW2ZTxr6Pt5KyV2ofb+YbujaHj/p/v6Yndxo6C2oPp7daisTYcUIeLi8SW+tWonyxnht6Ajdq9hqSK0KWQ04W2p+LFps/3ptz7xdjpstS5tubrvMvIx9TBsv32xPn6tP/7tLjutYDxqc7CoZzYrffjydjgqtHhoL2Kh9nEhN/fxuf0rt6kRw==,q//1pf3rqPnTxPzs,c2tucXh8ebfylKv92Kau2K7PyKTFiqjR4K3mjabK1KLV58Xsw8f70qfDzsTr9LztsKbN5K32/2dnaVNAQZXYjqL70w1nn/bQi874yu/7g/rTgd7Dh9Gqi+bJhou2B1UcW4aKhMW61daNuom604+25o6w9deqpt6Kjt++zRZ2ps7tpNTQKndvdKS8+6DE5KXfpKbEwqLJv6fo6KPJ3XNwYMTo96jr1sbP9xUCxPfjq931rLOCht3uhNbNxcDvrsqQnf7NiPbxyOrBjPffgvv2h9CehtjshomD3cK/hfuc2bKdh6iOxOG4hO+mJgNXFdWjtX5TXVxESHFgY6z15bbxmqLZ+6ia6K7686XvuKr9+6LIpKfw8aDO2Q==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
65,pNrepuXrp/LqxdjpZnDE696o7+ahqNOiwvS2mMG22cWk6qip36O14eev7oGx19SwmM+oxcmo0LfI4dOLzNSQueWy5M3EwMaB1smNvcyA3Ma03uWX2NLS4umH6qHXienL/+PVp4Tc3Y7Vl87V2OgVUoOI1dSKmt26q9y+2aDE3afxzbfXiKz+xXNeYK324anCpar+2KD/hqjJ8qPV68XR3sTo9qTt6cX547forKfh6azj48iAwoTz8ZrpnaPvx6CY+IbdxIT0rKDZ/5XM64TK4YeG7oDo79e4joK95YWuvsix6daPl4eq3IOj2Y6O5tOxu9CNr92O6KDj5a7t4LfEi6D61KWZ263f2Knpt6H5yQ==,p9XGq8ropPbsxenn,c2tuptjFqdDuxeDmseyGttTnZ3x0Eqv84qLGkaTA2K3D98jAx8XAxKTt6cX547vUoarexKHM4Mi1+ons05fUhq7M66eg+Yf15ovqiKHd7Zjf5oTfxY6aw4Dx6tSBg4KW54aIisW07tW7vWsDTEYfUlQChImFCAnUqrHZ/smo7uuo/d2tqf2k8MzFw8Sp0cOhsMat1OC3jee5yeenyZSkw6209Pus3qi8x/2xhOir4e9EdgAAUVFfVJfAlHZlr9ioS1KD+caHkciD+P624OqX39Lc4t6G8rfRrM/I8+/WjprR+Y7VrdrW8uDE2f7U5LvUiazXvone7Pqr08Clw/eujeKozeM=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
