id,type,subject,prompt,answer,canary
54,问答题,材料工程,pv3Op/Dno9LXxeD4sfCitPPcs9LAws7YsdHjxPnQtdjWta76tLLTqtz2q4TtoMT8xPfqqdTZra+6hPXchO3DxP/MrsePkefdiffaxNbMhtnmMygcANXY64Cuh9fduMSigtf8qdLp8tatu925t8Wb39S6jNfzs9GJ7DEPCA9jr9fFtMuboc/OpJr1r9Ttq+mpofnaoeq0pej0oubfxtzDxsbVpNTJxOz/vcSkqt7drN7JyKDEjtLtmtm1otrRorXwh9/6hueCttzUgvvGhtHD3PnygKWh1eSUxYGe1MSv0Nnp2pGj37udxbPJ27e319KL06TSjv7Nq87dqfzfpJzeCgpsEbz0xnhso671osTGvZzbaX51YZG3YWIQDmF3pvKsBAgVFc/z1HV5YHUO4/RBX1EsVBao6dKivdCE1eGFwIy65OaK0uuA3NTe2e+Jj6J0NFLCib8cQsq62oWnrtaEogYUG1HciLtgLH103t77cWt6dqfx2rT4qqLc6qePx2hidavKm6nX1aruunF+Yn2u7qwRHm0Ro/3Tfg5nfbfou6rPy6Hg+8aPxoTK7JfpqKHI2aK24Yf5xkNcHZHTKkWI9NO31pqB2PLWsqiHs6/Qi6KHiY2E07fFm5PdtprQ7IfRv4BBAgXz0iJio9n1p/HNtPqiodHQp73DrtnMqPyNqv/xosa/psrUoPvGxcvIz+zApMTbxOnIFQRB,emt7cQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
55,问答题,材料工程,pf7XpubXpsjPxczbsfuGtPv0s9n0xPb/ufnIY3BhcHhhYxh3fRBwCxEooZzYBmlmAHJufXx5ax4AJDEPjs71Y3NhaXkATFBLXkMvfTKA6eeI/vW316OD+OLWhIqCs4rcl4uHl6CG0Y7LrIjciJfa3alnBgFBDRUDUU9xZY3UaHxxDGYTZAYEIH5+eaDpwBcRfGVrZX8RcX5nZYLFAHBjfn1/YQ4eQQpoabucwx14fW54DhJXT15Bse4AdmUXaRNYJTUPPUUcsOPrg9/hjMXW1djqIVZKXgVdREBb3t6k0f3KFXYICQhtDdP4hdCKo4emjNTy8Kb9xKTSyafP48b0zrLpgbrPwLrwzMXD0LL432cRMb/5yL2czbaZ5qTv6KmOw6DVwcbW+KXd2aCyiIXT0UEpSBF3CGmitsGH9f+F/pC26clFX1NVcRFbRIfrptCO0NajvtGNy8uj14Wvqdy1rdSQuIWOp9CXzti2jIvmzabOwQ==,enRgcGRtd3x6FWQdIChNNjtvZHwaDXY=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
56,问答题,材料工程,p9nmqs/cpOPVxtn+ssm2tMHIs9HUx9TBs/zhyP/auPjmup/GtIjbqPnkoZzYo8XExtnXq9PKoICdhtvIhPXZxP7brfytnN7/i+z5ysf8jOr2hunHorrmht6z3Y/E2r6o0Kzdyq7lh7u33IKe17mEQQMaBwVREN2604Tt/abh46jP2ayc7aTc8QBjZn9neWTIxfSz6urDwdK1xMa6jv+1vcCq19CovNmh49oAOSEiaQMsXUUQQYvQ+p+8yrDOwsXw+4bu4Y6c0YvX74bewrn+vYPK7deAnoK6rdGMloW5q4b4scqUsd6lpdDbp9G4qI6MudbQ36Xk4KbA/aTixMbR8bPDmbbYwbDX38TzyA==,cmt2c3h/,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
57,问答题,金融,pvjuq+rmAyAkQSAiOyzP78Sr7cyhjvig8t+3pcK13NOmyKSp7o+09/esy4yxyuC8odem4/6h+aLF7u6L69ucpfGz3fLIzM8zIzQJXzaM1emK2+W074yA2PfblpKDnbrQs52HooyC4rd7dG9ZQkgVhISG0qzJ1I+gis/jouDUrd/NutK6osrLpKzFoe3Tqdu/qv37ovOOpvvbofvUycbeyPbNpNX+xOnIt+isqvf6rN79y5z2hdTnl926ovv/oYTfh/vlhu2BtuzRgvTngNT10tLBhbO6cRZcTFFVXg8N0szB0LGR0Lizxazw1puOEDd9YlAQBGKgwdKg+Pa035as9fmunN+t9uOl2KCm49eh74Cn38Ch/8nE+cDE6NanzcHI88S+yYWqxsqv0NXIjceHwsCU7Zav4eShvNCK0cyG4oy32+OC9OeA3u7Sxe6As5/Q5LF7eGFQEEgUhvixxY2a3bqM0d6S0rafhJa31drqrfnUpvXepNvGyMbgstyjtvDNsMz4z/LfY6Hon6bu3qDE0c/9yMXQ9qTD78Xsx73UnKDy1nuq/5HH3e+L5PGWnNyw9NfF8e+A7tmNp/KF4fWI/8m+/aBdR4mPo9X5sMquvNnWsNHA9tCthdeEuG9QFVLbi7mOjK8ATFmt+dUBOiIgNihPKWGx/LO2wcKy1sDIzOSw2NHF+dK1xf22mPtzFGVspfPxx+rLvdGjoPLAoNPbxpT8hO7blOSjoM7DoqjohPnCh9CXc1pMhu7hJyMuWwABCV4Y1MqSyqWw1NOv3M/G0ZWD14S8y5jF1ZiW1vWG3YXPhPLDq/vuq9z3rY/LpO31AGB4f2VsoJjJoujLt6XCt8rBqPC9pPe2t+TPrN6uscjXsbDDqNnBq/+6z9/ti9jEnJDBsfLhxtftgNfXSB92Q47/6orlzqSAwoTqst+IydaPq9+k3cKI7Ye7styjmNa1moWIotOLzdW6noba56zO2aDyxnIJUisgMCJPPmio2/yivMeg+Oe0qPa37dSm6byn2om1/dRpGG0DJCoxAKjUyK3238uqwoLu45fliKD55aCY+Ifc2ozUobfY/4HVz4zzxdLKw4ODvtfelMqhqRFWHQRRQtGVvt+Gvsiw4tSus9nDrdCV9IfX8avTwKvJwq286K7oycj87and3KK84qHu/7aYzLXf6qfYlafag7bY7qzJmrv50begzavQ4abrj8fN9ovvyZ+957PUwsXq7ozp7o6744bjxYj+xbfcvIzW+9aZp4GzkdOhh42RuInNgsmEh9+khRUsXFBeVw1ZVF8LTA8sIi8tP67uw20JrujIxdbkqunDp6DMoOvWt6nMtsflqPGuqMqJtcTorsCnsP3idBRqofDFq/2sxf/bh8L8kLnus/PmxMPVgdbZSBp2gOnnit/ktfmgguvm1oakg5uj0ri2hpWOQVEFCNq4utaAkYSXotiM7dW0torP/KDO+a3H4LXRpKz1yaSBx63P6aj8rar97KzJlq7s3KH5xsXB6cXa7af5+sXt9rzsravy1q/CxMmbzoTo7JfAk6/06Keg+ofqyIbMu7zf5TMjNAQjJBqA2ubUo4eBr4XQkpaHp6+H6KDFjLzfkLnQ7qLbi7yEvZXU59en/Pqm8uunxv3FweSz26RzeX9wo/ispvrPo8qepvTqofvUxcTlxf/1pMHVxsL1v86kpsnBoenDzaDhie7tUjtSKDQtJ08VQoPy44CSwoTz4Yvb57TdgILW3daym4CKst2XmYWjhITlj8i8jtCPttDnqNKhgImNmtXZ16vnyKbX0qbIz8XB9bz3g7z0w7Pj0MXox7PZ+sT52rT9wbeN4raa9qn49qux3qPM+8XI9Knr0KCkgIfb6EFHXMPH1x8JdxkQAE6E8qm6/veN2vyA0fvc+eGBqLLV7KPLqZrX+oLRxfjQnajXhK8=,c3Fgenxo,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
58,问答题,金融,pNreps32qdLKxdv7vcaxtNPhsMXJx9TBsM/HyPTUt/7Ft7DJtqzVqsrlfBBkoeDTx/HAqczNo6S1i9Tqhcj3xufSr92Onu7iiPbYy9n2gdDqhN7VpKrsjdq/3bLj24OL3p7Hy770ioCp3oO81b29hqmw34//146ch8XPoMbqrtn3tdCqo8/Tp7zerPTbqumDqMXXoNqmpOjTqv3exfjnxc3Lp934x8/Pv9qnq/b2eH5gwZzvh87ml/6mouLnoJjCUFVLgOivtPjHgOfugNT60uTjjoen1uSJyq+y1uyd0eHe0ZSm3ICKHwVR14yw19++0LThjv7JqvvcqMTko5/apu/sxffFqt3loYLQrMP6ta7GtOnaqfCLpNKnuOL/rfaastnVsJvBqOHqqMWvxevni9nxlpzLsPDwxeXlgMz9gbjshOfiitvfZWTV2O6Ak7/W47XIgpjV2pcMRIG1r9y5v9iDi4eTs9Gpz9ahh4X6yKLAxKz1z7fOm6zB1amUzK3P76nmvqfQ6aLcp6Xp26zW5sfb18fL9KTM/cfn/r7BkKv29nlgds2g4YTI45TnvKLJ4aK80oT4y4fSubba3YDo5oPb1NLR5oGIvNb0u8uHl9f+pNL30tCPp9CNtMSy8NW8odXuptC22In3wafE2aL93qOP4an64MXb2qrJ5KCa2qDv8bewz7jlwajVsaXrrbj68q7UpLLj2rOuyKjU5qvhtMXT8IHd7Zacz7LQ+sXw5IP704eR34Tb24nCy7TJioHS6dWtg4OxlNCmv4aVtIXfuMKFsQ==,cHFgcXho,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
59,问答题,金融,pvjupcHNpM7jx97FscSMtsf3s+HnxdLtvsXRyNjBtdXQtpjBto7mqP7Up7n9oN34xcD2pPbVrY+sh9nuh97Yxsfyrf+4ns7bgd/kyejGj/HBh97Jp6bOhPuW3rrb24KP0Yr7xLThhom83YKC1bythqmw0rza16OmhcfNoMbqq83Dt86XoPzHp732oODho/ispvrPov60pevIo+3sxfHVxczkpfPaxe3xvcSuqdrjrfXdwZzviOnwm9u9o+3zdRBIUoHW5I+T3Ybs5o3j57X8poDa3NuMkYG5jNGOioWDlY7eucmEmNCSht3HstKGsoaRm9TM+6Xe4KbBwKjOy8jiwLLLtbv9y7LWwMnJ1L/nz8/93LT+5LWB77efzaT+0KeB7aPSwcj6yqnV5qGUtIbY2oTi98jA5qz0sZ7+7FZTTcrJ54/D7ITr1qm52YfCrNCV4tS2o9C44sSo4YWvqQgICADJjebUirnV5LPRivqH7vutw8ql7vesjNCp4cXJ1Nmq5cqiqtut48G2ms+06MWl6oqn2bW4+cWu9aSx1dC7nMOryf+m+rDH2MyLxf+cqO6w8PDF9PSD+tWPttmE5+KI/+i1+rSCz8XVuLKBu6vQjrKNkbiE24HIpL/epJvS+rnTubeFiI8JR47+yajjz6jG1K6X6qXs+xFmbazVzqyO76L40raby7X07KjOoKn1obbG1KH7pLHhwrGQ3qb5zafCv8/f6Yvs552dyrHx/sfh3IHW5I+T3Ybs5oHf6bbzhIPDyNawg4GDotOjgYWvjYTyu8mBuNyNoNrdug==,en1gew==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
60,问答题,金融,pv3OpcHNpOLExdrKseyGutHtstfqxcfIs/XUxcTmYaH77cf/3cXVz6bTysbZ1bDhgKrR9qDJ1Miq9onb5ZbDrqPtyaCY0ofB44bgm7XD7oP3zVBhcdzo5YCmiNT+t8u/o9nXqdPa5tC9sdu4ssWaxNW+otjUtNKK5oTSzanZzKX+zKyb6aTwzMXb4ars+KGs2KPC87W7y7fewqfOraXorrbh4q/OobHN3rGYzKHwxav8ncX+5orZyEgQYrr1yMbY5YDp5Y2a/YfR31xTQLLBuIHPwNqhkYKejtCqmYqtt4n7pMmBuNGRlNPuo9KWuI6MudTS56r616fy1qnnz8T+5rLyiLbN6rH0xMT277L688bIyLXa+7un0Lyc3Kn4/6qb8aP18MbC7KnG2KGWhITQ1Ynw2MT86Kb4up77y4fj8sXRwoz34ofZyaS/7Irkktuz5tuCkNKOw8u9+YeFq92FpNSVj4WLtNOIy9aVtoT47HB+c67BxrTekKHe7qinwqDwzqTlrKnr96LCpq7s3KPdzcnYw8To9nJ5q5ngptjWxdPmq+Xidh7F2tWI/dmWnMuz0OrJ+PiN7MKNndWL59KL3fK597+B5dzRuK+MhqPQra+GloOE4onPuaXfqqnR2ojQiqWFj5TX6/mq8Mqn8uqu7tDIxM2w/bi2zce9zuXF/sO+y+XF/8e48M+3u9+3m+epwfWoqMKh5/XGxtak/MqhlIeF4dWI0OTE//iu3qSQ3OaL0+fF0+aK5eyL0N+kofqG3YTds9jVtZrQveXIvPyHkqbdh5nWpK2JhrDet/DUjpSH2PagwtV7aKbIz8j737P6jbbswrDE7cXs27/Q7RNxtenxp9ugpO23tcTxrtSkvcLJvYLSrczLqvm2xebphuPTka7wsPfTxf3KjO3LgJjdhvL7itjStMGGg/ji1Z6xg72q066eh4muhNKkwoWn14yl0viN0b+2h6WF3t7tpffwpOnjpNr7xfTOstSQtMr2sNzKxPbFsvjfz/3Z,e3JgcXho,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
61,问答题,金融,p8TJq+bzperAxczWstmPutP5s83rxtnlv+bcydj5v/nJtZ7Ptrvtqdr0q6DuquTdxc/0qcH2orSkhuneh+7mxtPjrt+qn+zijePqyer8jNXfhf3+qZXQjdq/0LjB1bKl077IxK/XhLSC3LiC1aWNhK+cF0RB1YyFh/HMo9rsrPbZcnoAo//apKXQp/PZpcaDqvzeoNeWpevno+HuADEMVHCq+uimlueq5M5QEDpsdG50Dg9DSV9BWVlZGCFgGlSb4ueL49LI29soitL5gNnx3Pj9gKSO2vOHH9CPhULLoNeFrqfetr8AAwVQBduLq4Swj9Tq2QCq8tmtxfG017+i1uKot+d7quz4ZMba87He2MfP12BrcWMYru+7tcz7rMaYF6rkzsXH/qrV0aO5lor22lWXwJRns93yx+PoguDkWANjUViK0viA0fvf7Noi3ISpgbud06quhLqCiPWBGNyBjBDLodfUr73X77cFH1JTcKbOwWAsaHKuvOyk1PvF2/BvF6/EoQ1lsM3EAAVwtP3svZzNtrP6qPnJq6/+oNjuxcf2qcz5o7Kphf3uiNnhx93Rq8S8ncfyiOLHy8fVjv7kgeXMroboh+uA3a/M1q2P07nay6DXha6n3ra/1JW4hLys0Krl1ra0h+f3ofbIrd7rt8SKocHupKjrrsDFqPq7qNnWrPm4psrUoNrMxsv2z+zTpO/MxsrZvsCWqNXGrsDCypjuhOH5ncWsr/rsoaDCh+3WhvSFte3Mgdbog8zk3tzig4qM1uK2yq+y1/ab0/ro0qO+3qCfyJH71oSm392v0Jfgh9zZqMrIq93brqD+pNz5x8nMqcH6o7vEotjCt7zptszvp8+FpeugtfX1rfaqscjfYRCr9uas0f/JotqO0umX9JN3e3l0FZfe7IHf5MTRwI3c5ovK9KS63ofui92vzNWxn9Csx8mM4YeMmd6ivNa5g4aovtC+5tatnofF2KD+0qfx3g==,AWlucG1hYWNlFWE=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
62,问答题,金融,pv3Opub7qPHFxs7UscSMtsf3sPTIxtLesv73AHBgYHVhtpjGtJ7eqcTKqbrQo9LByPrKqcDDoZKQhuHShN3AxtjFrMGMne3dhtzzxfLvSVBeU0W1+b2D3OjWvbCDqakVdBGKkJqH6KDFjLzbsK/dzpbRspyEv43W+OViBG6r9eOpzMbI8cWx0a639P+wzPjE9v92dGcQcXC0/ca1ns+2pdOvwcsPALz49rKq2qb5zabFq8X/yU4gUpGd6b3XycjN5oD+7Y6h0oX17IvN6bTEkoPK5tq/uYGjo920kIaWiYfijsusiN+qqRVQHAfYjO3VsIeG3NtlfGx7babG+sXM2rHmq7fy9bPAxcbSzLXF0GFhuO3rp9i1qeakuMzErfSLstnRsaXnp+7Uq8qjx8vhh+b4nZ/as8Pgz8TqAxsPBAAhAh0GBgYRcTFICxYDUExaC13Cib/S4q/R/coVbxnQhZ7Fq+zbgbPVz7zTufKE0suh/8Soycmuh8+l7vvHycyq+8Chpeai/sW7p8u23MSp0IGn/LS08sqv1o+x4cKxkN6h8NY=,c6PSy3ur1vc=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
63,问答题,数学,p/L8pNfoYXYqQidhaWENYmyg6cBgfCojJCQxWyAOYjg6MV1heAAMKCc7L0MvJyUvQxF8MWlzZR8EjN3iRRMnEmd/aSYAU0IHMFFIB3MASU5OADtjYRBEA0YOGENA3JG52Y3uy4XjQhFMGRIYUnMAQRgUVRBLEFZvV0FpZS1jYm0gDH4EZKbOxcXT9KzVzg==,cQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
64,问答题,计算机,pv3FqtXvpsjPABIkJihMPC9vs+TlxdPSsN39xcDKtP7BtpnJtLrUo/3Wpo/jouPNxcj0peLWoJSGhcfsh/nVxP/Brvaen8PLifnsxfTAgOLkjNnLSxoJDQJGVFZEXkJRBxkLQ0QUFhVaUEpdEHYHWwNpF1FNOhURCw8yMDpjPyQzN2t7dntkHAAxZEV1bCtVOjUjMXJXKCI1ZRpgGnEOADNlekNuACMsKjEAFHx2eRNlWhBDXE4DKUl9Z2ppJQBCQlZJAVgdY1hjRU4UDCMkGj9QXANlExACDQgWUzkcaUFdFVZYYwkKHWhNEwUQUlFNFQtCUmUnfnN4dktya1ctMzFhe2FyfwhsMBJueHYnCRIccG9lOjN7cQ4McH5mK34QKWVidBNoLHx5fn4kAEMAHRIbHk5nNml5AAxSRUVDHBxzSEkRXFhvcSRUAA8JV01fAQ==,caHzzqz02bT4taHY/A==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
65,问答题,数学,quvwY2AVbXISCWSnzO7E68iq+vWigMmg0cO2ms236/Gn/4On06G51s6v0pqxysC9p8Ch8MWrwJjH+NmL5MGek/yz3PTEwNhFMhEAQrDj60VGAkxxqZTFhcik3q/71bGuFnQ5BQVBSRV1GRMYAnQcPwdpFxgDGRXZzN9ibRahyP9tchLCxPN9YcbL56ra6qCYzqD5/LWr7bf7zqXormF7eHxsGGBux87BvvSnqsnKrfTJyZvXh8PClPmhrs/GorzCh+r2iu+ivN/lgOvVgsr53+HRgYCD1fGDyYyp1dqXFD0QXULauLrYppBBb0ZfX0ENFQBNg8rffKz0wan86sfq1nQRCAuqz+dsegAWZSplC8LB4nB7YQsJotOi,c3V4Y2NtcGZ/fDYpO2ELc3x3dRA2SCEbZGlyE25k,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
66,选择题,生物,p8D9p/LDpN3ayMbzs9uktdTjvfjsz/LJsv3ZxcnHuOr1tJPUtY3zq+DnqbrQo8D7AA5gqcXLo6WMh9v6hcrTxdjvr9iMne30huHaxezkjs3lQyd/pLX1iuSB0Izj1IW+0arayY7zhouw0Y2uEG4bhKyO0azN1bqgiuPwrfHEr+XKtNepo9zUpZj2ru/pq96kq8rHosa/qPHqoPvdAAV9xcvypu30xennvtywquHwocnxyZvlie3/lsCrrsL9o7r8ht3jhvih,AwcK,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
67,选择题,生物,p8rMp/DDqeLIxsrms/qku9PEstX5xPf2v8Dqxc3GtPrvu4XxtLrUpcT/qLzdoMv+xPXVc2kPaw5QUFFeQTBXAA8RCAcRVVFFLU1IZREsWEUqTUUCKEgQU0sA,AwcNBw==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
68,问答题,计算机,qsXNq9Hcp9nUydz0vPWKtvfMsuLTxv3QufnabSAkIiooNgAGIUU1KDhpD0wzKio9VCcjo/XHpq6ii8/QQVo8DA58aaK414rb/YbtiLT57YPl/IzJ9Nnk4IOyv9vKjciaj9XYo9Da2dOptt2VoMSu5xNnF2wIXhV0jd3OoMbnrtvschgAotn7pLD1rPfvq8+Mqe7drMmmp9nQrN3Sxtblycf4pfH0ADdtJBFcZqHwxavAmMTbzE4CUp+46LPW1MTAyIzu8Y2PzYbu2Ij21bLBuIzN0dqvnYyciNKYpoSeoYb4sculuNyNnt3eo9yWvIeng9j11aTd4abs16Ti2s/43g==,DW0gHyQiJjxrC2QvlvZDeyZmfA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
69,问答题,材料工程,p9XlpOr+qNXEE2p0caa616Hc1Kvmk6vV3qzVsW1wtdnpt47ltZj5qtb/qbTloMv+xPfqqPHkorWYhf/qh/rpH6LFzaGt2IX/6orvoLrk5oL33YDZx9zx0oCrl9bAqciFp97estPM9tOMsdyHrcqg+Na8h9b0hNOk0oX/yA==,q9bPpPztpe/YFHxku/2stfDYsu73xPPWY3d3,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
70,选择题,材料工程,pNreqs/cpOPVxPzsssiJtd3ss/PExvr+vsbvcXxhZXUqGA8sPEx8bKTV5sbs7L3uhht/cXF+dWXG9NeI6NufteSy+v/G7dKB1tksHG5SNREHDgAicAo6T1cBGF46AQJGGhGHpa01UAgcCQgIe8ui19Sus9bomdOkwYbx/qjW+AlztfGGoPnurpzJQg57bGQRjdJndXLCycJhdWFyAEsRDnBscorZEWRlutyyb399aUQGAABDVK32Q0kApd3bZBFKQkVkJ0YNc1uq8l9TRbPJqERTVRM=,AA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
71,选择题,机械工程,oMXSqsneqeXkydz6scu7tPv0s9n0ws7YsdHjxPr1tP3Kt7DFtq/SqtT5qbvsoNL0xfHZqcH+bQ4JgOHsSZfduq7VwK2C4EtFL02OlsmG482H+960y6GD0d3VrYNEcQPSn4uEnaCI+o7Is6Pfg5bT9IMUdB6ErZTU2MdiAWCn9O2k2OPG69V0BA6138S98ejI+u2/wt3GzPK369a1k/q1teA=,AwY=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
72,问答题,金融,SKPR067M7rXuiKPP06WY6Xl7cKP4rKvM/6HvuafMz6zYwhF5tpnkfqXx5MbIzb3GrH52qfD6cMqYyYfy6ZXjpKPt7aCY0ofqwYfSibbq24Du2YDZ+XuB8Opx27Pm1qyy05/4y5Tmh7Kr3LCA1qyahpac0L7m1I2LWkSt+cKl1NKp5uzH3sWyy4W38/ix9P4Zfmhmdb2czbbhx67uqHC8nNkNpNvCYrPf3Lyd46jB66vejsXO8Yvp9Jyo7LHx/sXc+IDe8oeRzIzV7VyM2dipscGFz4ndl9DVu4zfsevLv8iHtZfcsIBxyKftcdCNlIS5h97e7afNyKbA5qTo38bQ97HJkLTSy7LC9MnJ1LDd/cXlyrX10L2c3g==,rfnGcqfxyBNxEWp0YnYTf2gNb31qFXl1Y6ruu67s2Heu7qkAaRFkfXF8eQx0B2JlFHt2eHw=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
